,Reference,Imine_SMILES,pro_nucleophile_SMILES,Reaction,Catalyst,Catalyst_Type,Co-Catalyst,Additive,Solvent,Temp,Time,eq_imine,eq_nu,eq_catalyst(mol%),ee,yield,rxn_type
1345,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,35,8-36h,1,2,20,60,x,Optimization
1346,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,35,8-36h,1,2,20,35,x,Optimization
1347,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,35,8-36h,1,2,20,67,x,Optimization
1348,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O[Si](C)(C)C)c1ccnc2ccccc12,Cinchona Alkaloid,,,Et2O,35,8-36h,1,2,20,17,x,Optimization
1349,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,Et2O,35,8-36h,1,2,20,0,x,Optimization
1350,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,8-36h,1,2,20,90,x,Optimization
1351,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,0,8-36h,1,2,20,81,x,Optimization
1352,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,90,79,Scope
1353,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2F)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2F)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,86,86,Scope
1354,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2Cl)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2Cl)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,98,87,Scope
1355,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2cccc(Cl)c2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2cccc(Cl)c2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,80,67,Scope
1356,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccc(Cl)cc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccc(Cl)cc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,99,73,Scope
1357,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2C)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2C)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,99,88,Scope
1358,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2cccc(C)c2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2cccc(C)c2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,0,16h,1,2,20,82,80,Scope
1359,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2Br)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2Br)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,0,16h,1,2,20,99,78,Scope
1360,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccc(C#N)cc2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccc(C#N)cc2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,99,83,Scope
1361,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccc(C)c(C)c2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccc(C)c(C)c2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,90,85,Scope
1362,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccc3ccccc3c2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccc3ccccc3c2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,0,16h,1,2,20,92,78,Scope
1363,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccco2)cc1,CCSC1=NC(C(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccco2)cc1_CCSC1=NC(C(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,96,94,Scope
1364,"Org. Lett. 2011, 13, 1494‐1497",Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1,CCSC1=NC(CC(C)C)C(=O)S1,Cc1ccc(S(=O)(=O)/N=C/c2ccccc2)cc1_CCSC1=NC(CC(C)C)C(=O)S1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O[Si](C)(C)C)c1ccnc2ccc(OC)cc12,Cinchona Alkaloid,,,Et2O,20,16h,1,2,20,90,90,Scope
1365,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=C(O)c1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2,Secondary Amine,,,dioxane,25,20h,1,3,5,86,60,Optimization
1366,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,CS(=O)(=O)Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2,Secondary Amine,,,dioxane,25,24h,1,3,2,72,11,Optimization
1367,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,0.5h,1,3,2,99,93,Optimization
1368,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)c1c(F)c(F)c(F)c(F)c1F,Secondary Amine,,,dioxane,25,24h,1,3,2,99,65,Optimization
1369,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,THF,25,6h,1,3,2,99,38,Optimization
1370,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,EtOAc,25,6h,1,3,2,90,72,Optimization
1371,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,DMSO,25,6h,1,3,2,97,20,Optimization
1372,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,25,6h,1,3,2,98,70,Optimization
1373,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,Toluene,25,0.5h,1,3,2,99,98,Optimization
1374,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,0.5h,1,3,1,99,93,Scope
1375,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,22h,1,3,0.2,97,82,Scope
1376,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,4h,1,3,1,99,93,Scope
1377,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,0.5h,1,3,1,99,93,Scope
1378,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,0.5h,1,1,1,99,86,Scope
1379,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,8h,1,3,0.5,97,92,Scope
1380,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,O=CCCc1ccccc1,CCOC(=O)/C=N/c1ccc(OC)cc1_O=CCCc1ccccc1,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,4h,1,3,1,99,92,Scope
1381,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,0.5h,1,3,2,99,93,Scope
1382,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,16h,1,3,5,99,42,Scope
1383,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,38h,1,3,5,99,68,Scope
1384,"Chem. Eur. J. 2009, 15, 6678‐6687",C=CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,C=CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,0.5h,1,3,2,99,99,Scope
1385,"Chem. Eur. J. 2009, 15, 6678‐6687",COc1ccc(/N=C/C(=O)OC(C)(C)C)cc1,CC(C)CC=O,COc1ccc(/N=C/C(=O)OC(C)(C)C)cc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,0.5h,1,3,2,99,99,Scope
1386,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,O=C1CCCCC1,CCOC(=O)/C=N/c1ccc(OC)cc1_O=C1CCCCC1,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,,1,3,2,98,93,Scope
1387,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,O=C1CCOCC1,CCOC(=O)/C=N/c1ccc(OC)cc1_O=C1CCOCC1,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,,1,3,2,98,81,Scope
1388,"Chem. Eur. J. 2009, 15, 6678‐6687",CCOC(=O)/C=N/c1ccc(OC)cc1,O=C1CCSCC1,CCOC(=O)/C=N/c1ccc(OC)cc1_O=C1CCSCC1,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,,1,3,2,99,86,Scope
1389,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,dioxane,25,3.5h,1,3,5,97,53,Optimization
1390,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,DMSO,25,18h,1,3,5,53,98,Optimization
1391,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,DMF,25,24h,1,3,5,95,70,Optimization
1392,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CH3CN,25,4.5h,1,3,5,99,52,Optimization
1393,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CH3CN,25,24h,1,3,5,99,78,Optimization
1394,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,25,4h,1,3,5,99,80,Optimization
1395,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(C)CC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CH3CN,25,24h,1,3,5,99,30,Optimization
1396,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(C)CC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,H2O (5mol%),CH3CN,25,24h,1,3,5,99,37,Optimization
1397,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(C)CC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,25,24h,1,3,5,99,32,Optimization
1398,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(C)CC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,24h,1,3,5,99,31,Optimization
1399,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(C)CC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,24h,1,3,10,99,30,Optimization
1400,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(C)CC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,5h,1,3,5,99,77,Optimization
1401,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,5h,1,3,5,99,92,Scope
1402,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC(C)CC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC(C)CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,5h,1,3,5,99,77,Scope
1403,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCCCCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,6h,1,3,5,99,93,Scope
1404,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,CCCCCC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,13h,1,3,1,99,88,Scope
1405,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccccc1,O=CCCc1ccccc1,CC(C)(C)OC(=O)/N=C/c1ccccc1_O=CCCc1ccccc1,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,5h,1,3,5,99,80,Scope
1406,"Chem. Eur. J. 2009, 15, 6678‐6687",COc1ccc(/C=N/C(=O)OC(C)(C)C)cc1,CCCCCC=O,COc1ccc(/C=N/C(=O)OC(C)(C)C)cc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,5h,1,3,5,98,91,Scope
1407,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccc(Cl)cc1,CCCCCC=O,CC(C)(C)OC(=O)/N=C/c1ccc(Cl)cc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,5h,1,3,5,99,78,Scope
1408,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1ccco1,CCCCCC=O,CC(C)(C)OC(=O)/N=C/c1ccco1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,5h,1,3,5,99,88,Scope
1409,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/c1cccnc1,CCCCCC=O,CC(C)(C)OC(=O)/N=C/c1cccnc1_CCCCCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,5h,1,3,5,99,92,Scope
1410,"Chem. Eur. J. 2009, 15, 6678‐6687",CC(C)(C)OC(=O)/N=C/C1CCCCC1,CCC=O,CC(C)(C)OC(=O)/N=C/C1CCCCC1_CCC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,6h,1,5,10,99,66,Scope
1411,"Angew. Chem. Int. Ed. 2009, 48, 1838‐1840.",CC(C)(C)OC(=O)/N=C/c1ccccc1,CC=O,CC(C)(C)OC(=O)/N=C/c1ccccc1_CC=O,O=S(=O)(Nc1cc2ccccc2c2c1CNCc1ccc3ccccc3c1-2)C(F)(F)F,Secondary Amine,,,CHCl3,0,8h,1,5,2,99,36,Optimization
